id,programma_ufficiale,evento_annullato,data inizio,data fine,titolo,sottotitolo,descrizione,rassegna,progetto,tema_dossier,format,categoria_principale,altre_categorie,date_evento,orari_evento,tipo_costo,coorganizzatori_clean,partner,sponsor,artisti,comune,provincia,regione,nazione
2074,NO,NO,16/03/2019,16/03/2019,Campionati Italiani di Tennistavolo Paralimpico FISDIR,Cultura Sportiva Paralimpica,MANIFESTAZIONE DI SPORT PARALIMPICO  DELLA FEDERAZIONE ITALIANA SPORT DEGLI INTELLETIVO RELAZIONALI PROVENIENTI DA TUTTA ITALIA ,Campionati Italiani di Tennistavolo Paralimpico FISDIR,,,Giochi Urbani,Sport,Education,16/03/2019,09:00-20:00,1,ASD Pegaso Aias Matera,,,,Matera,Matera,Basilicata,Italia
2923,NO,NO,02/06/2019,02/06/2019,Candela In Fiore 2019,Capitale per un giorno,"CANDELA ‘CAPITALE PER UN GIORNO’ CON L’INFIORATA DEDICATA A MATERA CANDELA-FG – Ritornano fiori e colori a Candela, con la classica infiorata cittadina di ‘Candela in Fiore 2019’ e sarà un’edizione tutta improntata all’esaltazione del bel Paese: si terrà, infatti, il prossimo 2 giugno, festa della Repubblica Italiana, e sarà dedicata a Matera, Capitale Europea della Cultura 2019.  I maestri infioratori sono pronti a stupirvi con opere che esalteranno la bellezza e il fascino della città lucana: un omaggio fortemente voluto dal sindaco di Candela, Nicola Gatta, per sottolineare l’importanza della creazione di sinergie in ambito turistico per lo sviluppo del territorio: ‘Quest’anno ‘Candela in Fiore’ ha l’onore di godere del patrocinio morale della Fondazione Matera – Basilicata 2019, che ringrazio e  della concessione del logo collegato a tutte le attività previste per Matera 2019 -  ha dichiarato il sindaco -  La vicinanza territoriale con la capitale europea della cultura rappresenta, indubbiamente, un’occasione importante per la valorizzazione turistica e culturale del nostro paese e dell’intera area dei Monti Dauni’. Il ricco programma dell’edizione 2019 di ‘Candela in Fiore’ offrirà ai visitatori l’opportunità di ammirare le bellissime creazioni dei maestri infioratori dell’Associazione Nazionale Infioritalia, di scoprire il borgo dauno attraverso un  percorso multisensoriale lungo le vie del centro storico, di passeggiare tra le bancarelle del mercatino dell’antiquariato, di meravigliose macchine d’epoca nel II Raduno dei Fiori, di fare un tuffo nel passato con la collezione di giochi del Museo del Giocattolo e di godersi la sfilata/concorso ‘Un abito per Miss Candela in Fiore 2019’ che concluderà l’evento all’insegna della moda e della bellezza, grazie agli abiti disegnati e realizzati dalle sezioni moda degli istituti scolastici II. SS. “Michele dell’Aquila” di San Ferdinando di Puglia  e II. SS. “Pavoncelli” di Cerignola.   Programma   Sabato 1 giugno Dalle 16:00 alle 24:00: infioratori all’opera: creazione dei tappeti floreali dedicati a Matera, Capitale Europea della Cultura 2019   Dalle 17:00 alle 20:00: apertura Museo del Giocattolo – Palazzo Ripandelli   Domenica 2 giugno Dalle 9:00 alle 13:30 II  Raduno  dei Fiori (raduno di auto d’epoca) – piazza Gramsci   Dalle 10:00 alle 13:00 e 17:00 alle 20:00: apertura Museo del Giocattolo – Palazzo Ripandelli   Dalle 10.00 alle 12:30 e dalle 17:00 alle 20:00: Scopri Candela: percorso multisensoriale lungo le vie del centro storico   Dalle 10:30 alle 19:00: “Antiquariando” , mercatino dell’antiquariato   Ore 21:00: sfilata/concorso ‘Un abito per miss Candela in Fiore 2019’ – piazza Plebiscito  ",,,,Spettacolo,Street Art,,2/6/2019,09:30-23:30,1,Associazione Turistica Proloco Candela,,,,Candela,Foggia,Puglia,Italia
1668,SI,NO,12/10/2019,12/10/2019,Cani e Gatti,Cammino delle Generazioni,Serata di teatro con la collaborazione del Teatro delle Donne su un tema che riguarda il valore del matrimonio in due diverse generazioni.,Cammino delle Generazioni,I Cammini,Radici e Percorsi,Spettacolo,Teatro,,12/10/2019,20:30-,1,Parco Culturale Ecclesiale Terre Di Luce,,,,Matera,Matera,Basilicata,Italia
3201,SI,NO,27/10/2019,27/10/2019,Cani e Gatti,Cammino delle Generazioni,Serata di teatro con la collaborazione del Teatro delle Donne su un tema che riguarda il valore del matrimonio in due diverse generazioni.,Cammino delle Generazioni,I Cammini,Radici e Percorsi,Spettacolo,Teatro,,27/10/2019,20:30-,1,Parco Culturale Ecclesiale Terre Di Luce,,,,Matera,Matera,Basilicata,Italia
2092,NO,NO,30/03/2019,30/03/2019,Canova in concerto a Bari,Un nuovo attesissimo live della band milanese,"Il 30 Marzo 2019 i Canova arrivano in Puglia, grazie alla collaborazione diUbique Concerti, più precisamente si esibiranno al Demodè Club - Modugno (BA).I biglietti sono acquistabili nei punti vendita autorizzati o in prevendita su Ticketone.Apertura porte ore 20 Inizio concerto ore 21:30Parte il 20 Marzo 2019 dall'Alcatraz di Milano il nuovo tour dei Canova.Dopo il grande successo dell'album d'esordio 'Avete Ragione Tutti', il disco d'oro di 'Vita Sociale' e un tour di oltre 100 date.La band milanese ripartirà nel 2019 con un nuovo attesissimo spettacolo live che seguirà l'uscita del secondo album.I biglietti per tutte le date saranno disponibili in prevendita su www.ticketone.it da oggi, lunedì 19 novembre, a partire dalle ore 12:00 e da Giovedì 22 nei punti vendita autorizzati.Il tour è organizzato da Magellano Concerti, di seguito le prime date confermate:20 marzo 2019 – MILANO – ALCATRAZ22 marzo 2019 – VENARIA REALE (TO) – TEATRO DELLA CONCORDIA26 marzo 2019 – PADOVA – GRAN TEATRO GEOX28 marzo 2019 – ROMA – ATLANTICO29 marzo 2019 – NAPOLI – CASA DELLA MUSICA30 marzo 2019 – MODUGNO (BA) – DEMODÈ CLUB03 aprile 2019 – FIRENZE – OBIHALL TEATRO DI FIRENZE05 aprile 2019 – BOLOGNA – ESTRAGON    Demodè ClubVia dei Cedri, 1470026 Modugno (BA)http://demodeclub.it/Info:Ubique Concerti+393475358799 (WhatsApp)info@ubiquestudio.com",,,,Concerto,Musica,,30/03/2019,20:00-00:30,2,,,,,Modugno,Bari,Puglia,Italia
2549,NO,NO,05/04/2019,05/04/2019,Canti Popolari della Murgia,Presentazione del CD 'L'acino del pepe',Presentazione del CD di musica popolare d'autore 'L'acino del Pepe' di Livia di Giulio e Concetta Aquila,,,,Conferenza,Musica,,5/4/2019,18:00-20:00,1,"The Sassi Bookstore, Associazione Musicale ""Melodramma""",,,,Matera,Matera,Basilicata,Italia
1620,SI,NO,13/07/2019,13/07/2019,Cantico dei Cantici,Cammino delle Letture,"Un laboratorio di comunità per preparare la produzione originale del Parco Culturale Ecclesiale. Cori, Orchestra, Live Painter, Teatro Danza, Cittadini transitori e non, Attori di fama internazionale uniti per allestire il trailer di presentazione dello Spettacolo 'Cantico dei cantici'. Nel corso del laboratorio verrà inciso il disco delle musiche originali previste per lo spettacolo.",Cammino delle Letture,I Cammini,Radici e Percorsi,Spettacolo,Teatro,Musica;Letteratura;Education;Danza,13/07/2019,21:00-,1,Parco Culturale Ecclesiale Terre Di Luce,,,,Matera,Matera,Basilicata,Italia
4521,SI,NO,22/11/2019,22/11/2019,Cantico dei Cantici,Omaggio a Guido Ceronetti ad un anno dalla scomparsa,"nella traduzione di Guido Ceronetti con lo sposo e il poeta: Roberto di Sibbio il poeta Francesco La forgia. ristretti  la sposa: Sara Ragni diretto da Giorgio Flamini aiuto regia trucco e costumi Pina Segoni musiche di Fabrizio de Rossi Re scene Giorgio Flamini Gioielli di Miriam Nori uno spettacolo di #SIneNOmine compagnia di attori, danzatori cantanti e detenuti già nel programma IN -VISIBILE al 59' Festival dei 2 Mondi.   'Attraverso l’interpretazione  del testo biblico, nella traduzione poetica di Ceronetti, si ripercorre l'esigenza primaria, a cui nessuno è estraneo, dell'amore e dell'eros; sentimenti ed emozioni di cui i detenuti sono totalmente deprivati. Come nel testo biblico, ove l'incontro non si fa mai reale ma vive solo nella fantasia dei protagonisti, così la situazione affettiva dei detenuti permane ad uno stato semplicemente sognato. La negazione dell'eros rappresenta una pena nella pena, rimane un anelito, un sogno appunto.'",Con lo sguardo 'di dentro',Future Digs,Continuit&agrave; e Rotture,Spettacolo,Teatro,Letteratura;Teatro,22/11/2019,20:30-21:30,2,CESP Centro Studi Per La Scuola Pubblica,,,Compagnia #SineNOmine della Casa di Reclusione di Maiano/Spoleto,Matera,Matera,Basilicata,Italia
1639,SI,NO,15/09/2019,15/09/2019,Cantico Delle Creature,Cammino delle Letture,"Cantico delle Creature - Teatro Minimo di Basilicata Verrà rappresentato Il Cantico delle creature, anche noto come Cantico di Frate Sole, è un cantico di Francesco d'Assisi composto intorno al 1226. Il Cantico è una lode a Dio che si snoda con intensità e vigore attraverso le sue opere, divenendo così anche un inno alla vita; è una preghiera permeata da una visione positiva della natura, poiché nel creato è riflessa l'immagine del Creatore.",Cammino delle Letture,I Cammini,Radici e Percorsi,Spettacolo,Teatro,Education,15/09/2019,19:00-,1,Parco Culturale Ecclesiale Terre Di Luce,,,,Rionero In Vulture,Potenza,Basilicata,Italia
2171,SI,NO,10/02/2019,10/02/2019,Cantiere Dante,PURGATORIO Chiamata Pubblica per la Divina Commedia di Dante Alighieri,"Terzo appuntamento per la Chiamata Pubblica - PURGATORIO. Si entra nel vivo del lavoro: Marco Martinelli e Ermanna Montanari, con gli attori del Teatro delle Albe, Nadia Casamassima e Andrea Santantonio di IAC Centro Arti Integrate di Matera e con Alessandra Crocco e Alessandro Miele del Progetto Demoni di Lecce, lavoreranno con i cittadini sulla creazione dello spettacolo che andrà in scena dal 17 maggio al 2 giugno. Possono partecipare tutti, anche i cittadini che non hanno aderito alle Chiamate precedenti.  Per informazioni e per aderire alla Chiamata, scrivere a: culturalarea@matera-basilicata2019.it Indicando nell'oggetto: PURGATORIO. (Foto di Silvia Lelli)",,Purgatorio,Riflessioni e Connessioni,Laboratorio,Teatro,,10/2/2019,17:00-20:00,1,Fondazione Ravenna Manifestazioni / Ravenna Festival,,,"Marco Martinelli,Ermanna Montanari,Teatro delle Albe",Matera,Matera,Basilicata,Italia
2180,SI,NO,12/02/2019,12/02/2019,Cantiere Dante,PURGATORIO Chiamata Pubblica per la Divina Commedia di Dante Alighieri,"Marco Martinelli e Ermanna Montanari incontrearanno i cittadini di Potenza, per la Chiama Pubblica! Cos’è la Chiamata Pubblica? È l’invito che il Teatro delle Albe/Ravenna Teatro fa a tutta la cittadinanza a partecipare alla costruzione dello spettacolo. Tutti possono rispondere a questo invito di “farsi luogo”, farsi comunità, nell’epoca dei non-luoghi e della frantumazione del senso comunitario. La Chiamata Pubblica è regionale e nazionale, con alcuni dialoghi internazionali. Che tipo di impegno è richiesto? Ci si incontrerà il 12 febbraio, seguiranno poi altri incontri di preparazione nei mesi di marzo, aprile e maggio che porteranno al debutto dello spettacolo il 17 maggio 2019. Ognuno parteciperà con i tempi che potrà.  Come chiedere maggiori informazioni? Scrivere una mail a culturalarea@materabasilicata2019.it  con oggetto: PURGATORIO All'incontro seguirà lo spettacolo Fedeli d’Amore Polittico in sette quadri per Dante Alighieri di Martinelli e Montanari, spettacolo che arricchisce l’itinerario del Cantiere Dante del Teatro delle Albe. *Lo spettacolo sarà al Teatro Francesco Stabile alle ore 20.30 (informazioni su teatriunitidibasilicata.it)  ** Foto di Silvia Lelli",,Purgatorio,Riflessioni e Connessioni,Laboratorio,Teatro,,12/2/2019,19:00-20:00,1,"Consorzio Teatri Uniti Di Basilicata, Fondazione Ravenna Manifestazioni / Ravenna Festival",Teatro delle Albe,,,Potenza,Potenza,Basilicata,Italia
2425,SI,NO,18/03/2019,18/03/2019,Cantiere Dante,PURGATORIO Chiamata Pubblica per la Divina Commedia di Dante Alighieri,"Quarto appuntamento per la Chiamata Pubblica - PURGATORIO. INCONTRO OPERATIVO Si entra nel vivo del lavoro: Con gli attori del Teatro delle Albe, Nadia Casamassima e Andrea Santantonio di IAC Centro Arti Integrate di Matera e con Alessandra Crocco e Alessandro Miele del Progetto Demoni di Lecce, i cittadini lavoreranno sulla divisione dei gruppi per la creazione dello spettacolo che andrà in scena dal 17 maggio al 2 giugno. Possono partecipare tutti, anche i cittadini che non hanno aderito alle Chiamate precedenti.  Per informazioni e per aderire alla Chiamata, scrivere a: culturalarea@matera-basilicata2019.it Indicando nell'oggetto: PURGATORIO. Credits foto: ©Silvia Lelli",,Purgatorio,Riflessioni e Connessioni,Laboratorio,Teatro,,18/03/2019,17:00-19:00,1,"Fondazione Ravenna Manifestazioni / Ravenna Festival, Teatro Alighieri",,,"Marco Martinelli  ,Ermanna Montanari,Teatro delle Albe",Matera,Matera,Basilicata,Italia
1606,SI,NO,22/12/2019,22/12/2019,Cantieri Di Speranza,Cammino dell'Avvento e del Natale,"Una delle due produzioni orginali del parco culturale eclesiale. Un percorso di interazione fra le arti: recitazione, teatro danza, poesia, nuovi linguaggi multimediali che insieme ad una orchestra e a musiche originali daranno voce ai grandi uomini ispiratori del pensiero sociale della Chiesa: Sturzo, De Gasperi, La Pira, Moro che tenuti insieme da un ideale 'filo rosso' ci aiuteranno a leggere la realtà attuale. Un cantiere di speranza!",Cammino dell'Avvento e del Natale,I Cammini,Radici e Percorsi,Spettacolo,Education,,22/12/2019,20:00-,1,Parco Culturale Ecclesiale Terre Di Luce,,,,Matera,Matera,Basilicata,Italia
3791,NO,NO,09/08/2019,09/08/2019,Canyoning Tour Forra Fossile Fiumara della Corte,Canyoning Tour,"Un maestoso canyon risalente al Mesozoico, con alte pareti compatte, dove è facile imbattersi in numerosi fossili di bivalvi . L'assenza dell'acqua, il colore e la compattezza del calcare, la maestosità degli inforramenti, la presenza di divertenti calate rendono il canyon un vero e proprio luna park, in ambiente naturale di rara bellezza.All'uscita dal Canyon troveremo ad attenderci le acque smeraldine del torrente Platano, che in questo punto si presenta come un'enorme solco tra imponenti pareti calcaree. Il trekking di rientro alle auto dal greto del torrente, è leggermente impegnativo, in quanto completamente sviluppato in salita, ma lo sforzo verrà ampiamente ripagato da una meravigliosa veduta sulla valle del Platano e sull'antico sentiero dei minatori. Numero massimo di partecipanti: 8 unità Tempo di percorrenza: 6 h circa Difficoltà: Canyoning adatto a persone con una buon livello di allenamento Ritrovo: Ore 09:00 presso il campo sportivo di RICIGLIANO (SA) Costo individuale: 40 Euro Materiale fornito: casco, imbragatura e dispositivi di progressione in corda. Da portare: Scarpe da trekking o da ginnastica con un buon grip (potrebbero bagnarsi) Asciugamano Abbigliamento da trekking adatto a temperature stagionali. Calzature, abbigliamento e intimo di ricambio. Per Info e Prenotazioni Contattateci tramite messaggistica Facebook sulla pagina Basilicata SportAdventure, al sito www.basilicatasportadventure.com, all'indirizzo mail info@basilicatasportadventure.com, oppure ai numeri 320/6062354-320/7925823.",,,,Spettacolo,Sport,Education,9/8/2019,09:00-15:30,2,,,,,Ricigliano,Salerno,Campania,Italia
2009,NO,NO,13/01/2019,10/02/2019,Caos Apparente,Coscienza dell'Uomo,"È l’assedio dell’immagine. Decine di migliaia di fotografie, quelleche arrivano ogni giorno ai grandi quotidiani, e che ritroviamonelle pagine dei giornali, nei siti web, nei telegiornali.Gianluigi Colin raccoglie, assembla, ricompone il granderacconto visivo del mondo in una serie di grandi installazioni.In altri casi sceglie dei frammenti della contemporaneità, isolaqueste testimonianze dello scorrere del tempo. Ritroviamovolti usurati, ma anche luoghi, spazi, persone, eventi, paesaggiaffastellati come un incombente, non gestibile eccesso di informazione,come un “rumore” di fondo assordante e invasivo.Una massa enorme di figure che inevitabilmente porta anon vedere più nulla. Gianluigi Colin vuole dirci esattamentequesto: si deve alimentare la nostra coscienza per impararea vedere.",MAT2019COSCIENZADELL'UOMO,,,Mostra,Fotografia,,"13/01/2019,14/01/2019,15/01/2019,16/01/2019,17/01/2019,18/01/2019,19/01/2019,20/01/2019,21/01/2019,22/01/2019,23/01/2019,24/01/2019,25/01/2019,26/01/2019,27/01/2019,28/01/2019,29/01/2019,30/01/2019,31/01/2019,01/02/2019,02/02/2019,03/02/2019,04/02/2019,05/02/2019,06/02/2019,07/02/2019,08/02/2019,09/02/2019,10/02/2019","10:00-12:30,16:30-19:30",1,"Matera International Photography, Cine Sud, Graphia","COMUNE DI MATERA,MIBAC,AIFOTO,CNA","CANON ,NITAL ,SONY ,PANASONIC ,HASSELBLAD,OLYMPUS,TOKINA - HOYA,SIGMA",,Matera,Matera,Basilicata,Italia
4490,NO,NO,25/10/2019,25/10/2019,capitali coraggiose,Nuoro incontra Matera,"Fra i molti stratagemmi che un piccolo borgo di pastori possa escogitare per non essere dimenticato, Nùoro ha scelto la scrittura. Ha dato i natali ad artisti, scultori, poeti, giuristi, pittori, musicisti. Ma è con la letteratura che ha guadagnato un posto di rilievo nel mondo. È difficile immaginare come sia stato possibile passare in pochi decenni dall’essere un paese immerso nella campagna al diventare una capitale letteraria – eppure la sua storia non si potrebbe sintetizzare in altro modo. Probabilmente il modo migliore sarebbe abbandonarsi alle parole di chi ha costruito questa tradizione di immortalità, dentro pagine ancora oggi lette e tradotte in ogni angolo del pianeta. E in questo modo porsi la prima delle domande, quella che riguarda lo stato di salute della cultura e della scrittura nuorese di questo tempo. Su questi temi e in questo modo, in occasione delle giornate di Nuoro a Matera, Marcello Fois racconterà la Nùoro letteraria, insieme a Giovanni Gusai. Lo scrittore d’esperienza insieme a quello della prossima generazione, in un dialogo che parte dalla madre di ogni intellettuale sardo, Grazia Deledda, e arriva fino ad oggi. Il racconto del coraggio e della determinazione che un paese deve dimostrare di possedere, per rendersi capitale di se stesso, e poi del mondo intero.",,,,Conferenza,Letteratura,,25/10/2019,17:30-19:00,1,"Comune Di Nuoro, Fondazione Matera Basilicata 2019",,,,Matera,Matera,Basilicata,Italia
2969,NO,NO,23/05/2019,23/05/2019,Capitani Coraggiosi,Omaggio artistico alla memoria di Falcone e Borsellino,"Capitani Coraggiosi” , evento conclusivo della settimana della legalità volta alla lotta contro la mafia, nel ricordo dei Giudici Falcone e Borsellino. Il progetto pone l'attenzione su quelle che è il rapporto tra l'arte e giustizia, in particolare come Cinema e Teatro possano essere utili alla conoscenza e formazione di stati empatici nel giovane. Il tutto si realizzerà presso l'Aula Consiliare della Provincia di Matera, un incontro con l'intervento delle Istituzioni che approfondirà quelli che sono i concetti necessari a una Società, nel suo rilancio culturale e nella sua attività etica sociale, con l'omaggio al loro senso di dovere che ha caratterizzato la vita dei due Magistrati.  Seguirà uno spettacolo teatrale 'Cantata contro la mafia per voci femminili', storie di donne che hanno sfidato la mafia per amore' ,dei reading dedicati alla memoria di alcuni dei celebri nomi, analisi del rapporto tra il film e formazione emotiva, infine un tributo a quello che è la giustizia al femminile con la presenza di varie personalità del settore legale. Interverranno gli studenti degli Istituti Superiori, Polizia, Avvocati e Magistrati, in un momento importante per la sensibilizzazione collettiva in questo ponte che collega la Sicilia e Basilicata e che non può e non deve escludere nessuno che si collega simbolicamente con le iniziative che si stanno svolgendo a Palermo promosse dalla Fondazione Falcone - Borsellino, Progetto Legalità, Centro Impastato.     - Cantata contro la mafia per voci femminili- Omaggio a Falcone e Borsellino- Sicurezza informatica - Reading alla memoria- Cinema e Mafia- Per non dimenticare- La legalità al femminile",Matera Live,,,Spettacolo,Teatro,,23/05/2019,09:30-13:00,1,,,,,Matera,Matera,Basilicata,Italia
4849,NO,NO,22/12/2019,08/11/2020,Capolavori in rilievo,I sarcofagi di Atella e Rapolla.,"La mostra presenta, grazie allo straordinario prestito concesso dal Museo Archeologico Nazionale di Napoli, il sarcofago di Atella vicino a quello di Rapolla ed intende raccontare, attraverso il dialogo visivo tra i due manufatti eccezionalmente riuniti, l’importanza culturale e il ruolo ricoperto dal territorio del Vulture in età imperiale romana. Fulcro della narrazione sono i due sarcofagi marmorei, straordinarie opere d’arte e capolavori assoluti della scultura di età romana, che testimoniano la ricchezza e il raffinato mondo dei grandi proprietari terrieri che possedevano estese tenute (praedia) nella campagna del Vulture, non lontano dalla città di Venusia.La ricchezza decorativa, la ricerca chiaroscurale, l’abbondanza di attributi ed elementi d’arredo e del paesaggio, attestano la produzione dei sarcofagi per una committenza d’altissimo livello che abitava le numerose ville individuate nel territorio e distribuite lungo strategici assi viari, primo fra tutti l’Appia. In prossimità delle ville erano collocate le necropoli dotate di edifici anche sontuosi, in grado di ospitare pregiati sarcofagi d’importazione, realizzati da maestranze greche o microasiatiche, ben più rari e costosi rispetto alle coeve produzioni delle botteghe attive a Roma. Le due opere raccontano di uno scambio culturale attraverso uomini, strade e percorsi, tra centro e periferia, tra il mondo microasiatico e attico, sedi delle migliori botteghe scultoree, e l’entroterra lucano in cui le ville costituivano il cardine della vita economica e culturale.Insieme, i due sarcofagi permettono di ricostruire l’articolato panorama di relazioni sociali, politiche ed economiche della regione negli ultimi decenni del II secolo d.C., durante il regno di Marco Aurelio e di Commodo. La ricorrenza di temi omerici sui due sarcofagi è in linea con il gusto e gli orizzonti culturali dell’epoca, la cui vita intellettuale era dominata dal movimento filosofico ed etico della Seconda Sofistica, per le vicende della Guerra di Troia e, più specificatamente, per la figura di Achille, paradigma di educazione eroica e di virtù.Nella mostra le due opere si connotano quali speciali testimoni “parlanti” della storia del territorio in età romana e si caratterizzano come manufatti di straordinaria importanza non solo storico-artistica e archeologica ma anche e, soprattutto storica, territoriale e culturale nell’accezione più ampia del termine. Infatti come il sarcofago di Rapolla, in esposizione permanente nel museo di Melfi, si connota come un’opera identitaria per la comunità locale, allo stesso modo il sarcofago di Atella, prestigioso prestito del Museo Archeologico Nazionale di Napoli, partner speciale del progetto espositivo, si caratterizza come un’opera fortemente connessa al territorio e altamente attrattiva, soprattutto in considerazione del fatto che è stato esposto in Basilicata, a Barile, in tempi lontani, nel corso del 1800.Il progetto espositivo rientra nel programma culturale Matera - Basilicata 2019. Con la sua lunga durata, quasi annuale, vuole accompagnare oltre il 2019 il fervore culturale che ha caratterizzato questo anno speciale nell’intera regione e partecipare con le comunità di patrimonio ad un processo culturale proiettato nel futuro.La mostra è visitabile tutti i giorni negli orari di apertura del Museo [ore 9.00 - 20.00]. Si accedee con il biglietto d'ingresso a Museo.",,,,Mostra,Arte Classica,Education,"22/12/2019,23/12/2019,24/12/2019,25/12/2019,26/12/2019,27/12/2019,28/12/2019,29/12/2019,30/12/2019,31/12/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,13/01/2020,14/01/2020,15/01/2020,16/01/2020,17/01/2020,18/01/2020,19/01/2020,20/01/2020,21/01/2020,22/01/2020,23/01/2020,24/01/2020,25/01/2020,26/01/2020,27/01/2020,28/01/2020,29/01/2020,30/01/2020,31/01/2020,01/02/2020,02/02/2020,03/02/2020,04/02/2020,05/02/2020,06/02/2020,07/02/2020,08/02/2020,09/02/2020,10/02/2020,11/02/2020,12/02/2020,13/02/2020,14/02/2020,15/02/2020,16/02/2020,17/02/2020,18/02/2020,19/02/2020,20/02/2020,21/02/2020,22/02/2020,23/02/2020,24/02/2020,25/02/2020,26/02/2020,27/02/2020,28/02/2020,29/02/2020,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,10/10/2020,11/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,17/10/2020,18/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,24/10/2020,25/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,31/10/2020,01/11/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,07/11/2020,08/11/2020",12:00-14:00,2,"Polo Museale Regionale della Basilicata, Museo Archeologico Nazionale Massimo Pallottino - Melfi",,,,Melfi,Potenza,Basilicata,Italia
2149,NO,NO,01/02/2019,01/02/2019,Capoluoghi d'Italia.. dedicato a Matera,Anteprima proiezione nazionale TV2000,"Proiezione e anteprima nazionale del programma televisivo di TV 2000 'Capoluoghi d'Italia' dedicato a Matera, capitale europea della cultura. Interverranno: - Anna Maria Cammisa, direttrice della Caritas Diocesana, - Lindo Monaco, presidente associazione Parco culturale ecclesiale Terre di luce - Marco Placidini, autore e conduttore del programma - Salvatore Adduce, presidente Fondazione Matera- Basilicata 2019 - Raffaello De Ruggieri, sindaco di Matera - Mons. Antonio  Giuseppe Caiazzo, arcivescovo di Matera- Irsina. Modera Domenico Infante, direttore Ufficio comunicazioni sociali arcidiocesi Matera- Irsina",,,,Conferenza,Education,,1/2/2019,18:00-,1,,,,,Matera,Matera,Basilicata,Italia
